time;cc;pci;earfcn;rsrp;pl;cfo;dl_mcs;dl_snr;dl_turbo;dl_brate;dl_bler;ul_ta;ul_mcs;ul_buff;ul_brate;ul_bler;rf_o;rf_u;rf_l;is_attached
95870;0;1;3400;-92;92;3055.030273;2.9;4.8;0.69;0.0;0.0;0.52;0.0;45;56;72;0.0;0.0;1.0;1.0
96868;0;1;3400;-92;92;3037.153809;0.14;3.7;0.079;0.0;0.0;1.6;0.0;0.0;0.0;100.000000;0.0;1.0;0.0;0.0
97867;0;1;3400;-93;93;3051.652832;0.0;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
98866;0;1;3400;-93;93;3008.091797;2.0;5.8;0.68;472;33;0.0;0.0;0.0;56;77;0.0;1.0;1.0;0.0
99865;0;1;3400;-93;93;3052.814209;1.4;6.0;0.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
100864;0;1;3400;-93;93;3054.432617;1.4;6.0;0.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
101863;0;1;3400;-93;93;3063.055176;1.3;5.3;0.70;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
102862;0;1;3400;-93;93;3046.730469;1.6;6.1;0.68;472;0;0.0;0.0;0.0;112;55;0.0;0.0;0.0;0.0
103861;0;1;3400;-93;93;3065.646240;1.0;6.1;0.50;0.0;0.0;0.0;0.0;0.0;56;75;0.0;0.0;0.0;0.0
104860;0;1;3400;-93;93;3062.815186;1.0;5.7;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
105859;0;1;3400;-93;93;3060.477051;1.0;5.6;0.50;0.0;0.0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
106858;0;1;3400;-93;93;3043.940918;1.1;5.7;0.50;144;0;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
107857;0;1;3400;-93;93;3056.781738;1.5;5.4;0.52;328;50;1.6;0.0;0.0;112;75;0.0;2.0;0.0;0.0
108856;0;1;3400;-93;93;3056.992920;1.0;5.5;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
109855;0;1;3400;-93;93;3056.354004;1.0;6.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
110854;0;1;3400;-93;93;3058.772949;1.0;6.0;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
111853;0;1;3400;-93;93;3057.958252;1.2;5.9;0.54;472;0;0.52;0.0;0.0;56;76;0.0;2.0;2.0;0.0
112852;0;1;3400;-93;93;3055.346436;1.0;6.4;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
113851;0;1;3400;-93;93;3053.608154;1.0;6.1;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
114850;0;1;3400;-93;93;3056.807373;1.0;5.3;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
115849;0;1;3400;-93;93;3041.186523;1.5;6.7;0.50;472;0;0.52;0.0;0.0;112;68;0.0;0.0;1.0;0.0
116848;0;1;3400;-93;93;3055.474121;1.0;6.4;0.50;0.0;0.0;0.52;0.0;0.0;0.0;80;0.0;1.0;0.0;0.0
117847;0;1;3400;-93;93;3061.138672;1.0;6.7;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
118846;0;1;3400;-93;93;3050.596924;1.0;7.2;0.50;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
119845;0;1;3400;-93;93;3055.262451;1.1;6.5;0.51;144;50;0.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
120844;0;1;3400;-93;93;3055.396973;3.7;5.7;0.53;592;0;0.52;0.0;39;56;77;0.0;2.0;0.0;1.0
121843;0;1;3400;-93;93;3057.547119;3.8;6.1;0.50;0.0;0.0;0.52;0.0;45;88;33;0.0;0.0;0.0;1.0
122842;0;1;3400;-93;93;3054.150879;2.2;6.0;0.39;0.0;0.0;0.52;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
123841;0;1;3400;-93;93;3053.934082;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
124840;0;1;3400;-93;93;3051.564697;0.16;6.3;0.039;729;0;0.0;0.0;43;56;0;0.0;0.0;0.0;1.0
125839;0;1;3400;-93;93;3053.135010;3.3;6.2;0.46;0.0;0.0;0.52;0.0;39;0.0;80;0.0;2.0;1.0;1.0
